resort_name|state|region|postal_code|summit|mid_elevation|base|vertical|lifts|runs|acres|green_percent|green_acres|blue_percent|blue_acres|black_percent|black_acres|lat|lon|mid_elevation_meters|timezone|country|ticket_currency|peak_day_ticket_local|peak_day_ticket_usd|advance_day_ticket_local|ticket_basis|map|openmeteo_hourly_api_call
Stratton Mountain - VT|Vermont|Northeast|5155|3875|2873.5|1872|2003|11|99|670|0.41|274.7|0.31|207.7|0.28|187.6|43.11|-72.91|875.8428|America/New_York|USA|USD|179|179|134|estimate|https://www.onthesnow.com/vermont/stratton-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.11&longitude=-72.91&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=875.8428
Sugar Bowl - CA|California|Sierra Nevada|95724|8383|7633|6883|1500|12|103|1650|0.15|247.5|0.41|676.5|0.43|709.5|39.3|-120.33|2326.5384|America/Los_Angeles|USA|USD|179|179|134|estimate|https://www.onthesnow.com/california/sugar-bowl-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=39.3&longitude=-120.33&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2326.5384
Sugar Mountain - NC|North Carolina|Southeast|28604|5300|4700|4100|1200|8|21|125|0.4|50|0.4|50|0.2|25|36.12|-81.86|1432.56|America/New_York|USA|USD|99|99|87|estimate|https://www.onthesnow.com/north-carolina/sugar-mountain-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=36.12&longitude=-81.86&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1432.56
Sugarbush - VT|Vermont|Northeast|5674|4083|2783|1483|2600|16|111|484|0.23|111.32|0.42|203.28|0.34|164.56|44.14|-72.9|848.2584|America/New_York|USA|USD|179|179|134|estimate|https://www.onthesnow.com/vermont/sugarbush/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.14&longitude=-72.9&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=848.2584
Sugarloaf - ME|Maine|Northeast|4947|4237|2827|1417|2820|13|162|1360|0.25|340|0.31|421.6|0.44|598.4|45.03|-70.31|861.6696|America/New_York|USA|USD|149|149|129|published_2526|https://www.onthesnow.com/maine/sugarloaf/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.03&longitude=-70.31&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=861.6696
Suicide Six - VT|Vermont|Northeast|5067|1200|875|550|650|3|24|100|0.18|18|0.5|50|0.32|32|43.67|-72.53|266.7|America/New_York|USA|USD|89|89|78|estimate|https://www.onthesnow.com/vermont/suicide-six/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.67&longitude=-72.53&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=266.7
Summit Ski Area - OR|Oregon|Pacific Northwest|97028|4306|4153|4000|306|2|6|70|0.75|52.5|0.25|17.5|0|0|45.3|-121.74|1265.8344|America/Los_Angeles|USA|USD|55|55|48|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=45.3&longitude=-121.74&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1265.8344
Sun Peaks - BC|British Columbia|Western Canada|V0E 5N0|6824|5377|3930|2894|13|138|4400|0.16|704|0.44|1936|0.4|1760|50.88|-119.89|1638.9096|America/Vancouver|Canada|CAD|159|114|119|estimate|https://www.onthesnow.com/british-columbia/sun-peaks/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=50.88&longitude=-119.89&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Vancouver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1638.9096
Sun Valley - ID|Idaho|Northern Rockies|83353|9150|7450|5750|3400|18|121|2829|0.36|1018.44|0.42|1188.18|0.22|622.38|43.67|-114.37|2270.76|America/Denver|USA|USD|219|219|164|estimate|https://www.onthesnow.com/idaho/sun-valley/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.67&longitude=-114.37&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2270.76
Sunburst - WI|Wisconsin|Midwest|53090|1100|983|866|214|9|12|37|0.18|6.66|0.55|20.35|0.27|9.99|43.44|-88.19|299.6184|America/Chicago|USA|USD|55|55|48|estimate|https://www.onthesnow.com/wisconsin/sunburst/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.44&longitude=-88.19&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=299.6184
Sundance - UT|Utah|Colorado & Utah|84604|8250|7175|6100|2150|4|45|540|0.21|113.4|0.32|172.8|0.47|253.8|40.39|-111.58|2186.94|America/Denver|USA|USD|149|149|112|estimate|https://www.onthesnow.com/utah/sundance/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=40.39&longitude=-111.58&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2186.94
Sunday River - ME|Maine|Northeast|4217|3140|1970|800|2340|18|139|884|0.31|274.04|0.32|282.88|0.37|327.08|44.47|-70.86|600.456|America/New_York|USA|USD|169|169|127|estimate|https://www.onthesnow.com/maine/sunday-river/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.47&longitude=-70.86&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=600.456
Sundown Mountain - IA|Iowa|Midwest|52002|1059|821.5|584|475|6|21|55|0.3|16.5|0.6|33|0.1|5.5|42.51|-90.79|250.3932|America/Chicago|USA|USD|55|55|48|estimate|https://www.onthesnow.com/iowa/sundown-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.51&longitude=-90.79&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=250.3932
Sunlight - CO|Colorado|Colorado & Utah|81601|9895|8890|7885|2010|4|72|730|0.16|116.8|0.29|211.7|0.54|394.2|39.4|-107.34|2709.672|America/Denver|USA|USD|99|99|87|estimate|https://www.onthesnow.com/colorado/sunlight-mountain-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=39.4&longitude=-107.34&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2709.672
Sunrise Park - AZ|Arizona|Southwest|85929|11000|10100|9200|1800|7|65|1200|0.46|552|0.28|336|0.27|324|34.02|-109.53|3078.48|America/Phoenix|USA|USD|89|89|78|estimate|https://www.onthesnow.com/arizona/sunrise-park-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=34.02&longitude=-109.53&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Phoenix&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=3078.48
Swain - NY|New York|Northeast|14884|1970|1645|1320|650|5|35|130|0.31|40.3|0.37|48.1|0.31|40.3|42.49|-77.87|501.396|America/New_York|USA|USD|69|69|61|estimate|https://www.onthesnow.com/new-york/swain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.49&longitude=-77.87&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=501.396
Swiss Valley - MI|Michigan|Midwest|49031|1200|1087.5|975|225|7|11|60|0.3|18|0.3|18|0.4|24|41.94|-85.98|331.47|America/Detroit|USA|USD|55|55|48|estimate|https://www.onthesnow.com/michigan/swiss-valley/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.94&longitude=-85.98&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=331.47
Tahoe Donner - CA|California|Sierra Nevada|96161|7250|7000|6750|600|5|17|120|0.4|48|0.5|60|0.1|12|39.354889|-120.259|2133.6|America/Los_Angeles|USA|USD|||||https://www.onthesnow.com/california/tahoe-donner/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=39.354889&longitude=-120.259000&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2133.6
Tamarack - ID|Idaho|Northern Rockies|83615|7700|6300|4900|2800|7|50|1610|0.19|305.9|0.34|547.4|0.47|756.7|44.65|-116.13|1920.24|America/Denver|USA|USD|135|135|101|estimate|https://www.onthesnow.com/idaho/tamarack-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.65&longitude=-116.13&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1920.24
